"";"name";"no_overlap";"components";"order";"max_Ct";"min_Ct";"max_diam";"min_diam";"max_between"
"10150";"Nasica longirostris";0,51;1;578;0,51;0,51;16;16;370,5
"10151";"Nasica longirostris";0,53;1;553;0,53;0,53;17;17;456
"10152";"Nasica longirostris";0,55;1;537;0,55;0,55;18;18;122,1
"10153";"Nasica longirostris";0,57;1;509;0,57;0,57;17;17;86,2
"10154";"Nasica longirostris";0,59;1;441;0,59;0,59;16;16;195,5
"10155";"Nasica longirostris";0,61;1;413;0,61;0,61;17;17;140,1
"10156";"Nasica longirostris";0,63;1;376;0,63;0,63;18;18;174,7
"10157";"Nasica longirostris";0,65;1;356;0,65;0,65;20;20;282,1
"10158";"Nasica longirostris";0,67;1;251;0,67;0,67;10;10;193,1
"10159";"Nasica longirostris";0,69;1;226;0,69;0,69;12;12;169
"10160";"Nasica longirostris";0,71;1;191;0,71;0,71;13;13;18,7
"10161";"Nasica longirostris";NA;1;155;0,75;0,75;13;13;0
"10162";"Nasica longirostris";NA;1;168;0,73;0,73;13;13;0
"10163";"Nemosia pileata";0,23;1;877;0,23;0,23;11;11;1442,6
"10164";"Nemosia pileata";0,25;1;867;0,25;0,25;12;12;1925,1
"10165";"Nemosia pileata";0,27;1;853;0,27;0,27;12;12;2359,9
"10166";"Nemosia pileata";0,29;1;839;0,29;0,29;11;11;2549,3
"10167";"Nemosia pileata";0,31;1;806;0,31;0,31;11;11;2486,1
"10168";"Nemosia pileata";0,33;1;796;0,33;0,33;13;13;2827
"10169";"Nemosia pileata";0,35;1;783;0,35;0,35;13;13;2453,4
"10170";"Nemosia pileata";0,37;1;769;0,37;0,37;16;16;3084
"10171";"Nemosia pileata";0,39;1;751;0,39;0,39;16;16;1883,1
"10172";"Nemosia pileata";0,41;1;723;0,41;0,41;15;15;2129,8
"10173";"Nemosia pileata";0,43;1;689;0,43;0,43;14;14;3691,1
"10174";"Nemosia pileata";0,45;1;661;0,45;0,45;15;15;2116,7
"10175";"Nemosia pileata";0,47;1;610;0,47;0,47;14;14;4014
"10176";"Nemosia pileata";0,49;1;598;0,49;0,49;14;14;6460,6
"10177";"Nemosia pileata";0,51;1;578;0,51;0,51;16;16;5746,4
"10178";"Nemosia pileata";0,53;1;553;0,53;0,53;17;17;4352
"10179";"Nemosia pileata";0,55;1;537;0,55;0,55;18;18;8147,7
"10180";"Nemosia pileata";0,57;1;509;0,57;0,57;17;17;13440,3
"10181";"Nemosia pileata";0,59;1;441;0,59;0,59;16;16;0
"10182";"Nemosia pileata";0,61;1;413;0,61;0,61;17;17;0
"10183";"Nemosia pileata";0,63;1;376;0,63;0,63;18;18;0
"10184";"Neochen jubata";0,23;1;877;0,23;0,23;11;11;1831,3
"10185";"Neochen jubata";0,25;1;867;0,25;0,25;12;12;820,7
"10186";"Neochen jubata";0,27;1;853;0,27;0,27;12;12;570,4
"10187";"Neochen jubata";0,29;1;839;0,29;0,29;11;11;417,7
"10188";"Neochen jubata";0,31;1;806;0,31;0,31;11;11;423
"10189";"Neochen jubata";0,33;1;796;0,33;0,33;13;13;358,7
"10190";"Neochen jubata";0,35;1;783;0,35;0,35;13;13;629
"10191";"Neochen jubata";0,37;1;769;0,37;0,37;16;16;432,7
"10192";"Neochen jubata";0,39;1;751;0,39;0,39;16;16;311,1
"10193";"Neochen jubata";0,41;1;723;0,41;0,41;15;15;365,4
"10194";"Neochen jubata";0,43;1;689;0,43;0,43;14;14;495,8
"10195";"Neochen jubata";0,45;1;661;0,45;0,45;15;15;528,7
"10196";"Neochen jubata";0,47;1;610;0,47;0,47;14;14;78,9
"10197";"Neochen jubata";0,49;1;598;0,49;0,49;14;14;73,1
"10198";"Neochen jubata";0,51;1;578;0,51;0,51;16;16;108
"10199";"Neochen jubata";0,53;1;553;0,53;0,53;17;17;116
"10200";"Neochen jubata";0,55;1;537;0,55;0,55;18;18;75,7
"10201";"Neochen jubata";0,57;1;509;0,57;0,57;17;17;88,5
"10202";"Neochen jubata";0,59;1;441;0,59;0,59;16;16;129,3
"10203";"Neochen jubata";0,61;1;413;0,61;0,61;17;17;159,5
"10204";"Neochen jubata";0,63;1;376;0,63;0,63;18;18;4,2
"10205";"Neochen jubata";0,65;1;356;0,65;0,65;20;20;3,2
"10206";"Neochen jubata";0,67;1;251;0,67;0,67;10;10;1,9
"10207";"Neochen jubata";0,69;1;226;0,69;0,69;12;12;4,3
"10208";"Neochen jubata";0,71;1;191;0,71;0,71;13;13;7,5
"10209";"Neochen jubata";NA;1;95;0,81;0,81;9;9;0,2
"10210";"Neochen jubata";NA;1;113;0,79;0,79;8;8;0,1
"10211";"Neochen jubata";NA;1;127;0,77;0,77;10;10;0
"10212";"Neochen jubata";NA;1;155;0,75;0,75;13;13;0
"10213";"Neochen jubata";NA;1;168;0,73;0,73;13;13;6,7
"10214";"Neoctantes niger";0,23;1;877;0,23;0,23;11;11;292,9
"10215";"Neoctantes niger";0,25;1;867;0,25;0,25;12;12;359,9
"10216";"Neoctantes niger";0,27;1;853;0,27;0,27;12;12;419,1
"10217";"Neoctantes niger";0,29;1;839;0,29;0,29;11;11;443,8
"10218";"Neoctantes niger";0,31;1;806;0,31;0,31;11;11;477,4
"10219";"Neoctantes niger";0,33;1;796;0,33;0,33;13;13;295,7
"10220";"Neoctantes niger";0,35;1;783;0,35;0,35;13;13;256,7
"10221";"Neoctantes niger";0,37;1;769;0,37;0,37;16;16;429,4
"10222";"Neoctantes niger";0,39;1;751;0,39;0,39;16;16;209,6
"10223";"Neoctantes niger";0,41;1;723;0,41;0,41;15;15;154,5
"10224";"Neoctantes niger";0,43;1;689;0,43;0,43;14;14;342,7
"10225";"Neoctantes niger";0,45;1;661;0,45;0,45;15;15;85,1
"10226";"Neoctantes niger";0,47;1;610;0,47;0,47;14;14;49,1
"10227";"Neoctantes niger";0,49;1;598;0,49;0,49;14;14;88,9
"10228";"Neoctantes niger";0,51;1;578;0,51;0,51;16;16;11,9
"10229";"Neoctantes niger";0,53;1;553;0,53;0,53;17;17;4
"10230";"Neoctantes niger";0,55;1;537;0,55;0,55;18;18;0
"10231";"Neoctantes niger";0,57;1;509;0,57;0,57;17;17;0
"10232";"Neoctantes niger";0,59;1;441;0,59;0,59;16;16;0
"10233";"Neoctantes niger";0,61;1;413;0,61;0,61;17;17;0
"10234";"Neoctantes niger";0,63;1;376;0,63;0,63;18;18;0
"10235";"Neoctantes niger";0,65;1;356;0,65;0,65;20;20;0
"10236";"Neoctantes niger";0,67;1;251;0,67;0,67;10;10;0
"10237";"Neoctantes niger";NA;6;5;0,69;0,69;2;2;0
"10238";"Neomorphus geoffroyi";0,23;1;877;0,23;0,23;11;11;597
"10239";"Neomorphus geoffroyi";0,25;1;867;0,25;0,25;12;12;290,8
"10240";"Neomorphus geoffroyi";0,27;1;853;0,27;0,27;12;12;324,4
"10241";"Neomorphus geoffroyi";0,29;1;839;0,29;0,29;11;11;84
"10242";"Neomorphus geoffroyi";0,31;1;806;0,31;0,31;11;11;57,5
"10243";"Neomorphus geoffroyi";0,33;1;796;0,33;0,33;13;13;55,7
"10244";"Neomorphus geoffroyi";0,35;1;783;0,35;0,35;13;13;0,1
"10245";"Neomorphus geoffroyi";0,37;1;769;0,37;0,37;16;16;0,2
"10246";"Neomorphus geoffroyi";0,39;1;751;0,39;0,39;16;16;0,1
"10247";"Neomorphus geoffroyi";0,41;1;723;0,41;0,41;15;15;0,1
"10248";"Neomorphus pucheranii";0,23;1;877;0,23;0,23;11;11;57,9
"10249";"Neomorphus pucheranii";0,25;1;867;0,25;0,25;12;12;51,8
"10250";"Neomorphus pucheranii";0,27;1;853;0,27;0,27;12;12;55,6
"10251";"Neomorphus pucheranii";0,29;1;839;0,29;0,29;11;11;44,6
"10252";"Neomorphus pucheranii";0,31;1;806;0,31;0,31;11;11;23,7
"10253";"Neomorphus pucheranii";0,33;1;796;0,33;0,33;13;13;43,9
"10254";"Neomorphus pucheranii";0,35;1;783;0,35;0,35;13;13;166,3
"10255";"Neomorphus pucheranii";0,37;1;769;0,37;0,37;16;16;132,9
"10256";"Neomorphus pucheranii";0,39;1;751;0,39;0,39;16;16;103,3
"10257";"Neomorphus pucheranii";0,41;1;723;0,41;0,41;15;15;721,4
"10258";"Neomorphus pucheranii";0,43;1;689;0,43;0,43;14;14;687,3
"10259";"Neomorphus pucheranii";0,45;1;661;0,45;0,45;15;15;0,8
"10260";"Neomorphus pucheranii";0,47;1;610;0,47;0,47;14;14;0,3
"10261";"Neomorphus pucheranii";0,49;1;598;0,49;0,49;14;14;0
"10262";"Neomorphus pucheranii";0,51;1;578;0,51;0,51;16;16;2,7
"10263";"Neomorphus pucheranii";0,53;1;553;0,53;0,53;17;17;0
"10264";"Neomorphus pucheranii";0,55;1;537;0,55;0,55;18;18;0
"10265";"Neomorphus rufipennis";0,23;1;877;0,23;0,23;11;11;5164,2
"10266";"Neomorphus rufipennis";0,25;1;867;0,25;0,25;12;12;7853,8
"10267";"Neomorphus rufipennis";0,27;1;853;0,27;0,27;12;12;9716,3
"10268";"Neomorphus rufipennis";0,29;1;839;0,29;0,29;11;11;10098,8
"10269";"Neomorphus rufipennis";0,31;1;806;0,31;0,31;11;11;10461,4
"10270";"Neomorphus rufipennis";0,33;1;796;0,33;0,33;13;13;3505,7
"10271";"Neomorphus rufipennis";0,35;1;783;0,35;0,35;13;13;1234,7
"10272";"Neomorphus rufipennis";0,37;1;769;0,37;0,37;16;16;2065,7
"10273";"Neomorphus rufipennis";0,39;1;751;0,39;0,39;16;16;2445,4
"10274";"Neomorphus rufipennis";0,41;1;723;0,41;0,41;15;15;1936
"10275";"Neomorphus rufipennis";0,43;1;689;0,43;0,43;14;14;15959
"10276";"Neomorphus rufipennis";0,45;1;661;0,45;0,45;15;15;13419
"10277";"Neomorphus rufipennis";0,47;1;610;0,47;0,47;14;14;0
"10278";"Neomorphus rufipennis";0,49;1;598;0,49;0,49;14;14;0
"10279";"Neomorphus rufipennis";0,51;1;578;0,51;0,51;16;16;0
"10280";"Neomorphus rufipennis";0,53;1;553;0,53;0,53;17;17;0
"10281";"Neomorphus rufipennis";NA;21;2;0,55;0,55;1;1;0
"10282";"Neopelma chrysocephalum";0,23;1;877;0,23;0,23;11;11;457,2
"10283";"Neopelma chrysocephalum";0,25;1;867;0,25;0,25;12;12;347,5
"10284";"Neopelma chrysocephalum";0,27;1;853;0,27;0,27;12;12;601,7
"10285";"Neopelma chrysocephalum";0,29;1;839;0,29;0,29;11;11;0
"10286";"Neopelma chrysocephalum";0,31;1;806;0,31;0,31;11;11;0
"10287";"Neopelma chrysocephalum";0,33;1;796;0,33;0,33;13;13;0
"10288";"Neopelma chrysocephalum";0,35;1;783;0,35;0,35;13;13;0
"10289";"Neopelma chrysocephalum";0,37;1;769;0,37;0,37;16;16;0
"10290";"Neopelma chrysocephalum";0,39;1;751;0,39;0,39;16;16;0
"10291";"Neopelma chrysocephalum";0,41;1;723;0,41;0,41;15;15;0
"10292";"Neopelma pallescens";0,23;1;877;0,23;0,23;11;11;291,2
"10293";"Neopelma pallescens";0,25;1;867;0,25;0,25;12;12;36,3
"10294";"Neopelma pallescens";0,27;1;853;0,27;0,27;12;12;18,6
"10295";"Neopelma pallescens";0,29;1;839;0,29;0,29;11;11;9,8
"10296";"Neopelma pallescens";0,31;1;806;0,31;0,31;11;11;17,4
"10297";"Neopelma pallescens";0,33;1;796;0,33;0,33;13;13;17,1
"10298";"Neopelma pallescens";0,35;1;783;0,35;0,35;13;13;787,2
"10299";"Neopelma pallescens";0,37;1;769;0,37;0,37;16;16;0,7
"10300";"Neopelma pallescens";0,39;1;751;0,39;0,39;16;16;10,9
"10301";"Neopelma pallescens";0,41;1;723;0,41;0,41;15;15;25,5
"10302";"Neopelma pallescens";0,43;1;689;0,43;0,43;14;14;0
"10303";"Neopelma pallescens";0,45;1;661;0,45;0,45;15;15;0
"10304";"Neopelma sulphureiventer";0,23;1;877;0,23;0,23;11;11;2604,5
"10305";"Neopelma sulphureiventer";0,25;1;867;0,25;0,25;12;12;463,4
"10306";"Neopelma sulphureiventer";0,27;1;853;0,27;0,27;12;12;402
"10307";"Neopelma sulphureiventer";0,29;1;839;0,29;0,29;11;11;583,9
"10308";"Neopelma sulphureiventer";0,31;1;806;0,31;0,31;11;11;342,4
"10309";"Neopelma sulphureiventer";0,33;1;796;0,33;0,33;13;13;298,5
"10310";"Neopelma sulphureiventer";0,35;1;783;0,35;0,35;13;13;398,1
"10311";"Neopelma sulphureiventer";0,37;1;769;0,37;0,37;16;16;557,1
"10312";"Neopelma sulphureiventer";0,39;1;751;0,39;0,39;16;16;797,5
"10313";"Neopelma sulphureiventer";0,41;1;723;0,41;0,41;15;15;854,8
"10314";"Neopelma sulphureiventer";0,43;1;689;0,43;0,43;14;14;2665,2
"10315";"Neopelma sulphureiventer";0,45;1;661;0,45;0,45;15;15;7942,8
"10316";"Neopelma sulphureiventer";0,47;1;610;0,47;0,47;14;14;5713,5
"10317";"Neopelma sulphureiventer";0,49;1;598;0,49;0,49;14;14;3238,8
"10318";"Neopelma sulphureiventer";0,51;1;578;0,51;0,51;16;16;3145,5
"10319";"Neopelma sulphureiventer";0,53;1;553;0,53;0,53;17;17;551
"10320";"Neopelma sulphureiventer";0,55;1;537;0,55;0,55;18;18;535
"10321";"Neopelma sulphureiventer";0,57;1;509;0,57;0,57;17;17;507
"10322";"Neopelma sulphureiventer";0,59;1;441;0,59;0,59;16;16;439
"10323";"Neopelma sulphureiventer";0,61;1;413;0,61;0,61;17;17;0
"10324";"Neopipo cinnamomea";0,23;1;877;0,23;0,23;11;11;187,3
"10325";"Neopipo cinnamomea";0,25;1;867;0,25;0,25;12;12;236,5
"10326";"Neopipo cinnamomea";0,27;1;853;0,27;0,27;12;12;305,7
"10327";"Neopipo cinnamomea";0,29;1;839;0,29;0,29;11;11;338,4
"10328";"Neopipo cinnamomea";0,31;1;806;0,31;0,31;11;11;286,5
"10329";"Neopipo cinnamomea";0,33;1;796;0,33;0,33;13;13;348,7
"10330";"Neopipo cinnamomea";0,35;1;783;0,35;0,35;13;13;214,6
"10331";"Neopipo cinnamomea";0,37;1;769;0,37;0,37;16;16;138,3
"10332";"Neopipo cinnamomea";0,39;1;751;0,39;0,39;16;16;119,4
"10333";"Neopipo cinnamomea";0,41;1;723;0,41;0,41;15;15;112,1
"10334";"Neopipo cinnamomea";0,43;1;689;0,43;0,43;14;14;185,6
"10335";"Neopipo cinnamomea";0,45;1;661;0,45;0,45;15;15;125,1
"10336";"Neopipo cinnamomea";0,47;1;610;0,47;0,47;14;14;152
"10337";"Neopipo cinnamomea";0,49;1;598;0,49;0,49;14;14;99,8
"10338";"Neopipo cinnamomea";0,51;1;578;0,51;0,51;16;16;51,2
"10339";"Neopipo cinnamomea";0,53;1;553;0,53;0,53;17;17;58
"10340";"Neopipo cinnamomea";0,55;1;537;0,55;0,55;18;18;124,8
"10341";"Neopipo cinnamomea";0,57;1;509;0,57;0,57;17;17;279,7
"10342";"Neopipo cinnamomea";0,59;1;441;0,59;0,59;16;16;0,2
"10343";"Neopipo cinnamomea";0,61;1;413;0,61;0,61;17;17;0
"10344";"Neopipo cinnamomea";0,63;1;376;0,63;0,63;18;18;0
"10345";"Neopipo cinnamomea";0,65;1;356;0,65;0,65;20;20;0
"10346";"Neopipo cinnamomea";0,67;1;251;0,67;0,67;10;10;0
"10347";"Neopipo cinnamomea";0,69;1;226;0,69;0,69;12;12;0
"10348";"Neopipo cinnamomea";0,71;1;191;0,71;0,71;13;13;0
"10349";"Nonnula amaurocephala";NA;3;2;0,23;0,23;1;1;0
"10350";"Nonnula amaurocephala";NA;4;2;0,29;0,25;1;1;0
"10351";"Nonnula amaurocephala";NA;6;2;0,31;0,31;1;1;0
"10352";"Nonnula amaurocephala";NA;7;2;0,33;0,33;1;1;0
"10353";"Nonnula amaurocephala";NA;8;2;0,35;0,35;1;1;0
"10354";"Nonnula brunnea";0,23;1;877;0,23;0,23;11;11;14,5
"10355";"Nonnula brunnea";0,25;1;867;0,25;0,25;12;12;22,8
"10356";"Nonnula brunnea";0,27;1;853;0,27;0,27;12;12;16,5
"10357";"Nonnula brunnea";0,29;1;839;0,29;0,29;11;11;117,3
"10358";"Nonnula brunnea";0,31;1;806;0,31;0,31;11;11;509,8
"10359";"Nonnula brunnea";0,33;1;796;0,33;0,33;13;13;1824,8
"10360";"Nonnula brunnea";0,35;1;783;0,35;0,35;13;13;0,2
"10361";"Nonnula brunnea";0,37;1;769;0,37;0,37;16;16;0,6
"10362";"Nonnula brunnea";0,39;1;751;0,39;0,39;16;16;0
"10363";"Nonnula brunnea";0,41;1;723;0,41;0,41;15;15;0
"10364";"Nonnula brunnea";0,43;1;689;0,43;0,43;14;14;0
"10365";"Nonnula brunnea";0,45;1;661;0,45;0,45;15;15;2,7
"10366";"Nonnula brunnea";0,47;1;610;0,47;0,47;14;14;0
"10367";"Nonnula rubecula";0,23;1;877;0,23;0,23;11;11;40,5
"10368";"Nonnula rubecula";0,25;1;867;0,25;0,25;12;12;56,4
"10369";"Nonnula rubecula";0,27;1;853;0,27;0,27;12;12;51,3
"10370";"Nonnula rubecula";0,29;1;839;0,29;0,29;11;11;70,5
"10371";"Nonnula rubecula";0,31;1;806;0,31;0,31;11;11;88
"10372";"Nonnula rubecula";0,33;1;796;0,33;0,33;13;13;78,6
"10373";"Nonnula rubecula";0,35;1;783;0,35;0,35;13;13;51,8
"10374";"Nonnula rubecula";0,37;1;769;0,37;0,37;16;16;1,3
"10375";"Nonnula rubecula";0,39;1;751;0,39;0,39;16;16;0,6
"10376";"Nonnula rubecula";0,41;1;723;0,41;0,41;15;15;0,9
"10377";"Nonnula rubecula";0,43;1;689;0,43;0,43;14;14;1,5
"10378";"Nonnula rubecula";0,45;1;661;0,45;0,45;15;15;0,5
"10379";"Nonnula rubecula";0,47;1;610;0,47;0,47;14;14;0
"10380";"Nonnula rubecula";0,49;1;598;0,49;0,49;14;14;0
"10381";"Nonnula rubecula";0,51;1;578;0,51;0,51;16;16;0
"10382";"Nonnula rubecula";0,53;1;553;0,53;0,53;17;17;0
"10383";"Nonnula rubecula";0,55;1;537;0,55;0,55;18;18;0
"10384";"Nonnula rubecula";0,57;1;509;0,57;0,57;17;17;0
"10385";"Nonnula ruficapilla";0,23;1;877;0,23;0,23;11;11;660,9
"10386";"Nonnula ruficapilla";0,25;1;867;0,25;0,25;12;12;831,8
"10387";"Nonnula ruficapilla";0,27;1;853;0,27;0,27;12;12;1315,5
"10388";"Nonnula ruficapilla";0,29;1;839;0,29;0,29;11;11;1874,9
"10389";"Nonnula ruficapilla";0,31;1;806;0,31;0,31;11;11;1867
"10390";"Nonnula ruficapilla";0,33;1;796;0,33;0,33;13;13;1164,3
"10391";"Nonnula ruficapilla";0,35;1;783;0,35;0,35;13;13;841,4
"10392";"Nonnula ruficapilla";0,37;1;769;0,37;0,37;16;16;443,4
"10393";"Nonnula ruficapilla";0,39;1;751;0,39;0,39;16;16;596,9
"10394";"Nonnula ruficapilla";0,41;1;723;0,41;0,41;15;15;146,2
"10395";"Nonnula ruficapilla";0,43;1;689;0,43;0,43;14;14;204,3
"10396";"Nonnula ruficapilla";0,45;1;661;0,45;0,45;15;15;235,1
"10397";"Nonnula ruficapilla";0,47;1;610;0,47;0,47;14;14;553,7
"10398";"Nonnula ruficapilla";0,49;1;598;0,49;0,49;14;14;369,4
"10399";"Nonnula ruficapilla";0,51;1;578;0,51;0,51;16;16;535,4
"10400";"Nonnula ruficapilla";0,53;1;553;0,53;0,53;17;17;491,1
"10401";"Nonnula ruficapilla";0,55;1;537;0,55;0,55;18;18;90
"10402";"Nonnula ruficapilla";0,57;1;509;0,57;0,57;17;17;473,9
"10403";"Nonnula ruficapilla";0,59;1;441;0,59;0,59;16;16;6,3
"10404";"Nonnula ruficapilla";0,61;1;413;0,61;0,61;17;17;3
"10405";"Nonnula ruficapilla";0,63;1;376;0,63;0,63;18;18;4,1
"10406";"Nonnula ruficapilla";0,65;1;356;0,65;0,65;20;20;0
"10407";"Nonnula ruficapilla";0,67;1;251;0,67;0,67;10;10;0
"10408";"Nonnula ruficapilla";0,69;1;226;0,69;0,69;12;12;0
"10409";"Nonnula sclateri";0,23;1;877;0,23;0,23;11;11;216,5
"10410";"Nonnula sclateri";0,25;1;867;0,25;0,25;12;12;123,6
"10411";"Nonnula sclateri";0,27;1;853;0,27;0,27;12;12;52,9
"10412";"Nonnula sclateri";0,29;1;839;0,29;0,29;11;11;131,7
"10413";"Nonnula sclateri";0,31;1;806;0,31;0,31;11;11;95,1
"10414";"Nonnula sclateri";0,33;1;796;0,33;0,33;13;13;95,8
"10415";"Nonnula sclateri";0,35;1;783;0,35;0,35;13;13;114,8
"10416";"Nonnula sclateri";0,37;1;769;0,37;0,37;16;16;109,9
"10417";"Nonnula sclateri";0,39;1;751;0,39;0,39;16;16;330,6
"10418";"Nonnula sclateri";0,41;1;723;0,41;0,41;15;15;196,1
"10419";"Nonnula sclateri";0,43;1;689;0,43;0,43;14;14;22,2
"10420";"Nonnula sclateri";0,45;1;661;0,45;0,45;15;15;20,4
"10421";"Nonnula sclateri";0,47;1;610;0,47;0,47;14;14;0
"10422";"Nonnula sclateri";0,49;1;598;0,49;0,49;14;14;0
"10423";"Nonnula sclateri";0,51;1;578;0,51;0,51;16;16;0
"10424";"Nonnula sclateri";0,53;1;553;0,53;0,53;17;17;0
"10425";"Nonnula sclateri";0,55;1;537;0,55;0,55;18;18;0
"10426";"Nonnula sclateri";0,57;1;509;0,57;0,57;17;17;0
"10427";"Nonnula sclateri";0,59;1;441;0,59;0,59;16;16;0
"10428";"Nonnula sclateri";0,61;1;413;0,61;0,61;17;17;0
"10429";"Notharchus hyperrhynchus";0,23;1;877;0,23;0,23;11;11;41,3
"10430";"Notharchus hyperrhynchus";0,25;1;867;0,25;0,25;12;12;21,8
"10431";"Notharchus hyperrhynchus";0,27;1;853;0,27;0,27;12;12;7,6
"10432";"Notharchus hyperrhynchus";0,29;1;839;0,29;0,29;11;11;7,2
"10433";"Notharchus hyperrhynchus";0,31;1;806;0,31;0,31;11;11;7,2
"10434";"Notharchus hyperrhynchus";0,33;1;796;0,33;0,33;13;13;8,7
"10435";"Notharchus hyperrhynchus";0,35;1;783;0,35;0,35;13;13;10,6
"10436";"Notharchus hyperrhynchus";0,37;1;769;0,37;0,37;16;16;11,8
"10437";"Notharchus hyperrhynchus";0,39;1;751;0,39;0,39;16;16;11,7
"10438";"Notharchus hyperrhynchus";0,41;1;723;0,41;0,41;15;15;3,3
"10439";"Notharchus hyperrhynchus";0,43;1;689;0,43;0,43;14;14;5,1
"10440";"Notharchus hyperrhynchus";0,45;1;661;0,45;0,45;15;15;9,4
"10441";"Notharchus hyperrhynchus";0,47;1;610;0,47;0,47;14;14;0
"10442";"Notharchus hyperrhynchus";0,49;1;598;0,49;0,49;14;14;0
"10443";"Notharchus hyperrhynchus";0,51;1;578;0,51;0,51;16;16;0
"10444";"Notharchus macrorhynchos";0,23;1;877;0,23;0,23;11;11;293,8
"10445";"Notharchus macrorhynchos";0,25;1;867;0,25;0,25;12;12;443,5
"10446";"Notharchus macrorhynchos";0,27;1;853;0,27;0,27;12;12;978,9
"10447";"Notharchus macrorhynchos";0,29;1;839;0,29;0,29;11;11;1557,7
"10448";"Notharchus macrorhynchos";0,31;1;806;0,31;0,31;11;11;1342,2
"10449";"Notharchus macrorhynchos";0,33;1;796;0,33;0,33;13;13;1056,9
"10450";"Notharchus macrorhynchos";0,35;1;783;0,35;0,35;13;13;400,6
"10451";"Notharchus macrorhynchos";0,37;1;769;0,37;0,37;16;16;478,8
"10452";"Notharchus macrorhynchos";0,39;1;751;0,39;0,39;16;16;1496,3
"10453";"Notharchus macrorhynchos";0,41;1;723;0,41;0,41;15;15;1211,5
"10454";"Notharchus macrorhynchos";0,43;1;689;0,43;0,43;14;14;1718,3
"10455";"Notharchus macrorhynchos";0,45;1;661;0,45;0,45;15;15;1318,1
"10456";"Notharchus macrorhynchos";0,47;1;610;0,47;0,47;14;14;1035,1
"10457";"Notharchus macrorhynchos";0,49;1;598;0,49;0,49;14;14;1121,3
"10458";"Notharchus macrorhynchos";0,51;1;578;0,51;0,51;16;16;3953,6
"10459";"Notharchus macrorhynchos";0,53;1;553;0,53;0,53;17;17;4890,9
"10460";"Notharchus macrorhynchos";0,55;1;537;0,55;0,55;18;18;4227,3
"10461";"Notharchus macrorhynchos";0,57;1;509;0,57;0,57;17;17;4006,4
"10462";"Notharchus macrorhynchos";0,59;1;441;0,59;0,59;16;16;3464,1
"10463";"Notharchus macrorhynchos";0,61;1;413;0,61;0,61;17;17;6,9
"10464";"Notharchus macrorhynchos";0,63;1;376;0,63;0,63;18;18;7,2
"10465";"Notharchus macrorhynchos";0,65;1;356;0,65;0,65;20;20;0,6
"10466";"Notharchus macrorhynchos";NA;2;36;0,75;0,75;5;5;0
"10467";"Notharchus macrorhynchos";NA;2;42;0,73;0,73;8;8;0
"10468";"Notharchus macrorhynchos";NA;2;45;0,71;0,71;8;8;0
"10469";"Notharchus macrorhynchos";NA;2;56;0,69;0,69;10;10;0
"10470";"Notharchus macrorhynchos";NA;2;58;0,67;0,67;9;9;0
"10471";"Notharchus tectus";0,23;1;877;0,23;0,23;11;11;883,9
"10472";"Notharchus tectus";0,25;1;867;0,25;0,25;12;12;1206,7
"10473";"Notharchus tectus";0,27;1;853;0,27;0,27;12;12;1439,9
"10474";"Notharchus tectus";0,29;1;839;0,29;0,29;11;11;1767,2
"10475";"Notharchus tectus";0,31;1;806;0,31;0,31;11;11;2161,4
"10476";"Notharchus tectus";0,33;1;796;0,33;0,33;13;13;1650,4
"10477";"Notharchus tectus";0,35;1;783;0,35;0,35;13;13;3516,5
"10478";"Notharchus tectus";0,37;1;769;0,37;0,37;16;16;1250,1
"10479";"Notharchus tectus";0,39;1;751;0,39;0,39;16;16;940,1
"10480";"Notharchus tectus";0,41;1;723;0,41;0,41;15;15;1135,8
"10481";"Notharchus tectus";0,43;1;689;0,43;0,43;14;14;1684,4
"10482";"Notharchus tectus";0,45;1;661;0,45;0,45;15;15;2592,3
"10483";"Notharchus tectus";0,47;1;610;0,47;0,47;14;14;3220,6
"10484";"Notharchus tectus";0,49;1;598;0,49;0,49;14;14;3893,3
"10485";"Notharchus tectus";0,51;1;578;0,51;0,51;16;16;3819
"10486";"Notharchus tectus";0,53;1;553;0,53;0,53;17;17;2663,6
"10487";"Notharchus tectus";0,55;1;537;0,55;0,55;18;18;2522
"10488";"Notharchus tectus";0,57;1;509;0,57;0,57;17;17;2575,2
"10489";"Notharchus tectus";0,59;1;441;0,59;0,59;16;16;684,7
"10490";"Notharchus tectus";0,61;1;413;0,61;0,61;17;17;2370,9
"10491";"Notharchus tectus";0,63;1;376;0,63;0,63;18;18;2235,1
"10492";"Notharchus tectus";0,65;1;356;0,65;0,65;20;20;44,6
"10493";"Notharchus tectus";0,67;1;251;0,67;0,67;10;10;16,6
"10494";"Notharchus tectus";0,69;1;226;0,69;0,69;12;12;0
"10495";"Notharchus tectus";0,71;1;191;0,71;0,71;13;13;0
"10496";"Notharchus tectus";NA;1;155;0,75;0,75;13;13;0
"10497";"Notharchus tectus";NA;1;168;0,73;0,73;13;13;0
"10498";"Notharchus tectus";NA;19;2;0,77;0,77;1;1;0
"10499";"Nothocrax urumutum";0,23;1;877;0,23;0,23;11;11;344,4
"10500";"Nothocrax urumutum";0,25;1;867;0,25;0,25;12;12;228,7
"10501";"Nothocrax urumutum";0,27;1;853;0,27;0,27;12;12;194,1
"10502";"Nothocrax urumutum";0,29;1;839;0,29;0,29;11;11;251,9
"10503";"Nothocrax urumutum";0,31;1;806;0,31;0,31;11;11;432,3
