"";"chorotype_spp";"richness_spp";"no_overlap";"Ct_max";"Ct_min";"diameter";"max_centrality";"max_betweenness"
"77";"Poecilotriccus latirostris, Pteroglossus castanotis";2;NA;0,75;0,67;1;1;0
"78";"Accipiter poliogaster, Amazona farinosa, Amazona ochrocephala, Ancistrops strigilatus, Ara chloropterus, Ara macao, Atticora fasciata, Attila cinnamomeus, Automolus infuscatus, Automolus ochrolaemus, Automolus subulatus, Bucco capensis, Campephilus rubricollis, Capito auratus, Cathartes melambrotus, Celeus elegans, Celeus flavus, Celeus grammicus, Celeus occidentalis, Cephalopterus ornatus, Cercomacra cinerascens, Chaetura brachyura, Chamaeza nobilis, Ciccaba huhula, Campylopterus largipennis, Conopias parvus, Corythopis torquatus, Cotinga cayana, Cotinga maynana, Crypturellus cinereus, Crypturellus variegatus, Cyanerpes caeruleus, Cyanocorax violaceus, Cyanoloxia rothschildii, Cymbilaimus lineatus, Cyphorhinus arada, Cyphos macrodactylus, Dacnis flaviventer, Dacnis lineata, Daptrius ater, Dendrocincla merula, Dendrocolaptes certhia, Dichrozona cincta, Crypturellus bartletti, Euphonia chrysopasta, Euphonia rufiventris, Formicarius colma, Galbula dea, Glaucis hirsutus, Glyphorynchus spirurus, Hafferia fortis, Heliodoxa aurescens, Heliothryx auritus, Hemithraupis flavicollis, Hydropsalis climacocerca, Frederickena unduliger, Hylophylax naevius, Ibycter americanus, Iodopleura isabellae, Isleria hauxwelli, Islerothraupis cristata, Jacamerops aureus, Laniocera hypopyrra, Lepidothrix coronata, Lipaugus vociferans, Maschalethraupis surinama, Megascops watsonii, Melanerpes cruentatus, Micrastur gilvicollis, Micrastur mirandollei, Micromonacha lanceolata, Microxenops milleri, Momotus momota, Monasa morphoeus, Myiobius barbatus, Myiozetetes luteiventris, Myrmoborus myotherinus, Myrmophylax atrothorax, Myrmothera campanisona, Myrmotherula axillaris, Myrmotherula brachyura, Myrmotherula longipennis, Myrmotherula menetriesii, Myrmotherula multostriata, Nasica longirostris, Neochen jubata, Notharchus tectus, Nyctibius bracteatus, Ochthornis littoralis, Odontophorus gujanensis, Onychorhynchus coronatus, Opisthocomus hoazin, Ornithion inerme, Pachyramphus marginatus, Pachyramphus minor, Pachysylvia hypoxantha, Patagioenas subvinacea, Penelope jacquacu, Pharomachrus pavoninus, Philydor erythrocercum, Philydor pyrrhodes, Phlegopsis nigromaculata, Piaya melanogaster, Piculus flavigula, Piprites chloris, Hylocharis cyanus, Islerothraupis luctuosa, Myiopagis cinerea, Myiornis ecaudatus, Platyrinchus coronatus, Platyrinchus platyrhynchos, Hypocnemis peruviana, Liosceles thoracicus, Metopothrix aurantiaca, Myrmelastes hyperythrus, Psarocolius viridis, Psarocolius yuracares, Pteroglossus azara, Pygiptila stellaris, Pyrilia barrabandi, Querula purpurata, Ramphastos cuvieri, Ramphotrigon ruficauda, Rhytipterna simplex, Saltator grossus, Schiffornis turdina, Sclateria naevia, Sclerurus caudacutus, Sclerurus rufigularis, Sporophila bouvronides, Sublegatus obscurior, Pseudopipra pipra, Porphyrolaema porphyrolaema, Pteroglossus humboldti, Ramphocelus nigrogularis, Rhegmatorhina melanosticta, Synallaxis rutilans, Tangara callophrys, Tangara chilensis, Tangara mexicana, Tangara schrankii, Tangara velia, Tangara xanthogastra, Terenotriccus erythrurus, Thamnomanes caesius, Thamnophilus aethiops, Thamnophilus amazonicus, Thamnophilus murinus, Thamnophilus schistaceus, Threnetes leucurus, Tinamus guttatus, Tityra cayana, Todirostrum chrysocrotaphum, Tolmomyias assimilis, Tolmomyias poliocephalus, Tolmomyias viridiceps, Trogon melanurus, Trogon viridis, Turdus lawrencii, Tyranneutes stolzmanni, Tyrannopsis sulphurea, Tyrannulus elatus, Veniliornis affinis, Willisornis poecilinotus, Xiphorhynchus elegans, Xiphorhynchus guttatoides, Xiphorhynchus obsoletus, Zebrilus undulatus";168;NA;0,73;0,73;13;88;4096,5
"79";"Guiana, Guiana2, Capito niger, Celeus undatus, Crax alector, Corapipo gutturalis, Cyanocorax cayanus, Discosura longicaudus, Deconychura longicauda, Epinecrophylla gutturalis, Euchrepomis spodioptila, Euphonia cayennensis, Frederickena viridis, Galbula galbula, Gymnopithys rufigula, Haematoderus militaris, Hypocnemis cantator, Isleria guttata, Microcerculus bambla, Monasa atra, Ortalis motmot, Penelope marail, Perissocephalus tricolor, Phaethornis superciliosus, Pionus fuscus, Lepidocolaptes albolineatus, Notharchus macrorhynchos, Pteroglossus viridis, Pyrilia caica, Pyrrhura picta, Ramphastos tucanus, Ramphastos vitellinus, Schiffornis olivacea, Selenidera piperivora, Thamnophilus punctatus, Todirostrum pictum, Topaza pella, Tyranneutes virescens, Veniliornis cassini, Xiphorhynchus guttatus, Xiphorhynchus pardalotus, Tunchiornis luteifrons";42;NA;0,73;0,73;8;21;229,7
"80";"Ceratopipra erythrocephala, Leucopternis melanops, Microbates collaris, Myiodynastes maculatus, Phaethornis bourcieri, Pheugopedius coraya, Pionites melanocephalus, Pithys albifrons, Psophia crepitans, Thamnomanes ardesiacus";10;NA;0,73;0,73;4;7;13,7
"81";"Inambari, Eubucco aurantiicollis, Galbula cyanescens, Lepidocolaptes fatimalimae, Oneillornis salvini, Psophia leucoptera, Pteroglossus beauharnaesii, Selenidera langsdorffii, Thamnomanes schistogynus";9;NA;0,73;0,69;3;8;19
"82";"Campylopterus hyperythrus, Diglossa major, Lipaugus streptophorus, Mitrospingus oleagineus, Poecilotriccus russatus";5;NA;0,73;0,67;4;3;4
"83";"Lanio versicolor, Leucopternis kuhli, Mitu tuberosum, Myrmotherula sclateri, Picumnus aurifrons";5;NA;0,73;0,71;2;4;3,5
"84";"Lepidocolaptes fuscicapillus, Micrastur mintoni, Pionites leucogaster, Pipile cujubi, Selenidera gouldii";5;NA;0,73;0,71;2;4;5
"85";"Hydropsalis cayennensis, Icterus nigrogularis, Tyrannus dominicensis";3;NA;0,73;0,73;2;2;1
"86";"Cacicus oseryi, Micrastur buckleyi";2;NA;0,73;0,59;1;1;0
"87";"Ceratopipra rubrocapilla, Malacoptila rufa";2;NA;0,73;0,71;1;1;0
"88";"Chrysolampis mosquitus, Coccyzus euleri";2;NA;0,73;0,71;1;1;0
"89";"Elaenia olivina, Tangara whitelyi";2;NA;0,73;0,71;1;1;0
"90";"Myrmornis torquata, Platyrinchus saturatus";2;NA;0,73;0,71;1;1;0
"91";"NT0142, Hylopezus fulviventris";2;NA;0,73;0,71;1;1;0
"92";"NT0157, Cyanocorax hafferi";2;NA;0,73;0,37;1;1;0
"93";"Phlegopsis erythroptera, Topaza pyra";2;NA;0,73;0,69;1;1;0
"94";"Pyrrhura lepida, Willisornis vidua";2;NA;0,73;0,59;1;1;0
"95";"Accipiter poliogaster, Amazona farinosa, Amazona ochrocephala, Ancistrops strigilatus, Ara ararauna, Ara chloropterus, Ara macao, Atticora fasciata, Attila cinnamomeus, Automolus infuscatus, Automolus ochrolaemus, Automolus subulatus, Bucco capensis, Cacicus haemorrhous, Campephilus rubricollis, Capito auratus, Cathartes melambrotus, Celeus elegans, Celeus flavus, Celeus grammicus, Celeus occidentalis, Cephalopterus ornatus, Ceratopipra erythrocephala, Cercomacra cinerascens, Chaetura brachyura, Chamaeza nobilis, Ciccaba huhula, Campylopterus largipennis, Conopias parvus, Corythopis torquatus, Cotinga cayana, Cotinga maynana, Crypturellus cinereus, Crypturellus variegatus, Cyanerpes caeruleus, Cyanocorax violaceus, Cyanoloxia rothschildii, Cymbilaimus lineatus, Cyphorhinus arada, Cyphos macrodactylus, Dacnis flaviventer, Dacnis lineata, Daptrius ater, Dendrocincla merula, Dendrocolaptes certhia, Dichrozona cincta, Elaenia spectabilis, Crypturellus bartletti, Euphonia chrysopasta, Euphonia rufiventris, Formicarius colma, Galbula dea, Glaucis hirsutus, Glyphorynchus spirurus, Hafferia fortis, Heliodoxa aurescens, Heliothryx auritus, Hemithraupis flavicollis, Hydropsalis climacocerca, Frederickena unduliger, Hylophylax naevius, Ibycter americanus, Iodopleura isabellae, Isleria hauxwelli, Islerothraupis cristata, Jacamerops aureus, Laniocera hypopyrra, Lepidothrix coronata, Leucopternis melanops, Lipaugus vociferans, Maschalethraupis surinama, Megascops watsonii, Melanerpes cruentatus, Micrastur gilvicollis, Micrastur mirandollei, Microbates collaris, Microcerculus marginatus, Micromonacha lanceolata, Microxenops milleri, Momotus momota, Monasa morphoeus, Monasa nigrifrons, Myiobius barbatus, Myiodynastes maculatus, Myiozetetes luteiventris, Myrmelastes leucostigma, Myrmoborus myotherinus, Myrmophylax atrothorax, Myrmothera campanisona, Myrmotherula axillaris, Myrmotherula brachyura, Myrmotherula longipennis, Myrmotherula menetriesii, Myrmotherula multostriata, Nasica longirostris, Neochen jubata, Notharchus tectus, Nyctibius bracteatus, Nystactes tamatia, Ochthornis littoralis, Odontophorus gujanensis, Onychorhynchus coronatus, Opisthocomus hoazin, Ornithion inerme, Pachyramphus marginatus, Pachyramphus minor, Pachysylvia hypoxantha, Patagioenas subvinacea, Penelope jacquacu, Phaethornis bourcieri, Pharomachrus pavoninus, Pheugopedius coraya, Philydor erythrocercum, Philydor erythropterum, Philydor pyrrhodes, Phlegopsis nigromaculata, Piaya melanogaster, Piculus flavigula, Pionites melanocephalus, Piprites chloris, Pithys albifrons, Hylocharis cyanus, Islerothraupis luctuosa, Myiopagis cinerea, Myiornis ecaudatus, Platyrinchus coronatus, Platyrinchus platyrhynchos, Neopipo cinnamomea, Hypocnemis peruviana, Liosceles thoracicus, Metopothrix aurantiaca, Myrmelastes hyperythrus, Psarocolius viridis, Psarocolius yuracares, Psophia crepitans, Pteroglossus azara, Pygiptila stellaris, Pyrilia barrabandi, Querula purpurata, Ramphastos cuvieri, Ramphotrigon ruficauda, Rhytipterna simplex, Saltator grossus, Schiffornis major, Schiffornis turdina, Sclateria naevia, Sclerurus caudacutus, Sclerurus mexicanus, Sclerurus rufigularis, Sporophila bouvronides, Sublegatus obscurior, Pseudopipra pipra, Porphyrolaema porphyrolaema, Pteroglossus humboldti, Ramphocelus nigrogularis, Rhegmatorhina melanosticta, Synallaxis rutilans, Tangara callophrys, Tangara chilensis, Tangara mexicana, Tangara schrankii, Tangara velia, Tangara xanthogastra, Terenotriccus erythrurus, Thamnomanes ardesiacus, Thamnomanes caesius, Thamnophilus aethiops, Thamnophilus amazonicus, Thamnophilus murinus, Thamnophilus schistaceus, Threnetes leucurus, Tinamus guttatus, Tityra cayana, Todirostrum chrysocrotaphum, Tolmomyias assimilis, Tolmomyias poliocephalus, Tolmomyias viridiceps, Trogon melanurus, Trogon viridis, Turdus lawrencii, Tyranneutes stolzmanni, Tyrannopsis sulphurea, Tyrannulus elatus, Veniliornis affinis, Willisornis poecilinotus, Xiphorhynchus elegans, Xiphorhynchus guttatoides, Xiphorhynchus obsoletus, Zebrilus undulatus, Zimmerius gracilipes, Trogon curucui";191;0,71;0,71;0,71;13;92;2635,8
"96";"Guiana, Guiana2, Capito niger, Celeus torquatus, Celeus undatus, Crax alector, Corapipo gutturalis, Cyanocorax cayanus, Discosura longicaudus, Deconychura longicauda, Epinecrophylla gutturalis, Euchrepomis spodioptila, Euphonia cayennensis, Frederickena viridis, Galbula galbula, Gymnopithys rufigula, Haematoderus militaris, Hypocnemis cantator, Isleria guttata, Microcerculus bambla, Monasa atra, Myrmotherula surinamensis, Ortalis motmot, Penelope marail, Perissocephalus tricolor, Phaethornis superciliosus, Pionus fuscus, Lepidocolaptes albolineatus, Notharchus macrorhynchos, Rupicola rupicola, Pteroglossus viridis, Pyrilia caica, Pyrrhura picta, Ramphastos tucanus, Ramphastos vitellinus, Schiffornis olivacea, Selenidera piperivora, Thamnophilus punctatus, Todirostrum pictum, Topaza pella, Tyranneutes virescens, Veniliornis cassini, Xiphorhynchus guttatus, Xiphorhynchus pardalotus, Tunchiornis luteifrons";45;NA;0,71;0,71;8;21;188,9
"97";"Fluvicola pica, Hydropsalis cayennensis, Icterus nigrogularis, Tyrannus dominicensis";4;NA;0,71;0,71;3;2;2
"98";"NT0135, Rondonia, Psophia viridis";3;NA;0,71;0,53;2;2;1
"99";"Mitu salvini, Selenidera reinwardtii";2;NA;0,71;0,67;1;1;0
"100";"Napo, Grallaria dignissima";2;NA;0,71;0,65;1;1;0
"101";"NT0125, Herpsilochmus stictocephalus";2;NA;0,71;0,67;1;1;0
"102";"Accipiter poliogaster, Amazona farinosa, Amazona ochrocephala, Ancistrops strigilatus, Ara ararauna, Ara chloropterus, Ara macao, Atticora fasciata, Attila cinnamomeus, Automolus infuscatus, Automolus ochrolaemus, Automolus subulatus, Bucco capensis, Buteogallus schistaceus, Cacicus haemorrhous, Campephilus rubricollis, Capito auratus, Cathartes melambrotus, Catharus minimus, Celeus elegans, Celeus flavus, Celeus grammicus, Celeus occidentalis, Cephalopterus ornatus, Ceratopipra erythrocephala, Cercomacra cinerascens, Chaetura brachyura, Chamaeza nobilis, Ciccaba huhula, Campylopterus largipennis, Ceratopipra rubrocapilla, Conopias parvus, Corythopis torquatus, Cotinga cayana, Cotinga maynana, Crypturellus cinereus, Crypturellus variegatus, Cyanerpes caeruleus, Cyanocorax violaceus, Cyanoloxia rothschildii, Cymbilaimus lineatus, Cyphorhinus arada, Cyphos macrodactylus, Dacnis flaviventer, Dacnis lineata, Daptrius ater, Dendrocincla merula, Dendrocolaptes certhia, Dichrozona cincta, Elaenia spectabilis, Crypturellus bartletti, Deconychura pallida, Euphonia chrysopasta, Euphonia minuta, Euphonia rufiventris, Formicarius analis, Formicarius colma, Galbula dea, Glaucis hirsutus, Glyphorynchus spirurus, Hafferia fortis, Heliodoxa aurescens, Heliothryx auritus, Hemithraupis flavicollis, Hemitriccus zosterops, Hydropsalis climacocerca, Gymnoderus foetidus, Frederickena unduliger, Fluvicola albiventer, Galbula cyanicollis, Hylophylax naevius, Hypocnemoides melanopogon, Ibycter americanus, Iodopleura isabellae, Isleria hauxwelli, Islerothraupis cristata, Jacamerops aureus, Laniocera hypopyrra, Lepidothrix coronata, Leucopternis melanops, Lipaugus vociferans, Lophornis verreauxii, Manacus manacus, Maschalethraupis surinama, Megascops watsonii, Melanerpes cruentatus, Micrastur gilvicollis, Micrastur mirandollei, Microbates collaris, Microcerculus marginatus, Micromonacha lanceolata, Microxenops milleri, Momotus momota, Monasa morphoeus, Monasa nigrifrons, Myiobius barbatus, Myiodynastes maculatus, Myiozetetes luteiventris, Myrmelastes leucostigma, Myrmoborus myotherinus, Myrmophylax atrothorax, Myrmothera campanisona, Myrmotherula axillaris, Myrmotherula brachyura, Myrmotherula longipennis, Myrmotherula menetriesii, Myrmotherula multostriata, Nasica longirostris, Neochen jubata, Notharchus tectus, Nyctibius bracteatus, Nystactes tamatia, Ochthornis littoralis, Odontophorus gujanensis, Onychorhynchus coronatus, Opisthocomus hoazin, Ornithion inerme, Ortalis guttata, Orthopsittaca manilatus, Pachyramphus marginatus, Pachyramphus minor, Pachysylvia hypoxantha, Patagioenas subvinacea, Penelope jacquacu, Phaethornis bourcieri, Phaethornis malaris, Pharomachrus pavoninus, Pheugopedius coraya, Philydor erythrocercum, Philydor erythropterum, Philydor pyrrhodes, Phlegopsis nigromaculata, Piaya melanogaster, Piculus flavigula, Pionites melanocephalus, Piprites chloris, Pithys albifrons, Hylocharis cyanus, Islerothraupis luctuosa, Lanio fulvus, Myiopagis cinerea, Myiornis ecaudatus, Platyrinchus coronatus, Platyrinchus platyrhynchos, Hylophilus griseiventris, Neopipo cinnamomea, Hypocnemis peruviana, Lanio versicolor, Leucopternis kuhli, Liosceles thoracicus, Malacoptila rufa, Metopothrix aurantiaca, Mitu tuberosum, Myrmelastes hyperythrus, Nonnula ruficapilla, Myrmotherula sclateri, Picumnus aurifrons, Psarocolius viridis, Psarocolius yuracares, Psophia crepitans, Pteroglossus azara, Pygiptila stellaris, Pyrilia barrabandi, Querula purpurata, Ramphastos culminatus, Ramphastos cuvieri, Ramphotrigon ruficauda, Rhytipterna simplex, Saltator grossus, Schiffornis major, Schiffornis turdina, Sclateria naevia, Sclerurus caudacutus, Sclerurus mexicanus, Sclerurus rufigularis, Setophaga striata, Sporophila bouvronides, Sublegatus obscurior, Pseudopipra pipra, Porphyrolaema porphyrolaema, Porzana fasciata, Pteroglossus humboldti, Ramphocelus nigrogularis, Rhegmatorhina melanosticta, Saltator coerulescens, Synallaxis rutilans, Tangara callophrys, Tangara chilensis, Tangara mexicana, Tangara schrankii, Tangara velia, Tangara xanthogastra, Terenotriccus erythrurus, Thamnomanes ardesiacus, Thamnomanes caesius, Thamnophilus aethiops, Thamnophilus amazonicus, Thamnophilus murinus, Thamnophilus schistaceus, Threnetes leucurus, Tinamus guttatus, Tityra cayana, Todirostrum chrysocrotaphum, Tolmomyias assimilis, Tolmomyias poliocephalus, Tolmomyias viridiceps, Trogon collaris, Trogon melanurus, Trogon viridis, Turdus lawrencii, Tyranneutes stolzmanni, Tyrannopsis sulphurea, Tyrannulus elatus, Veniliornis affinis, Vireo altiloquus, Willisornis poecilinotus, Xiphorhynchus elegans, Xiphorhynchus guttatoides, Xiphorhynchus obsoletus, Zebrilus undulatus, Zimmerius gracilipes, Thripophaga gutturata, Trogon rufus, Tyrannus albogularis, Todirostrum maculatum, Trogon curucui";226;0,69;0,69;0,69;12;107;2867,4
"103";"Guiana, Guiana2, Caryothraustes canadensis, Capito niger, Celeus torquatus, Celeus undatus, Crax alector, Deroptyus accipitrinus, Corapipo gutturalis, Cyanocorax cayanus, Discosura longicaudus, Deconychura longicauda, Epinecrophylla gutturalis, Euchrepomis spodioptila, Euphonia cayennensis, Frederickena viridis, Galbula galbula, Gymnopithys rufigula, Haematoderus militaris, Hemitriccus josephinae, Hypocnemis cantator, Isleria guttata, Microcerculus bambla, Monasa atra, Myrmornis torquata, Myrmotherula surinamensis, Ortalis motmot, Penelope marail, Perissocephalus tricolor, Phaethornis superciliosus, Pionus fuscus, Lepidocolaptes albolineatus, Lepidothrix serena, Notharchus macrorhynchos, Phoenicircus carnifex, Rupicola rupicola, Platyrinchus saturatus, Pteroglossus viridis, Pyrilia caica, Pyrrhura picta, Ramphastos tucanus, Ramphastos vitellinus, Rhynchocyclus olivaceus, Schiffornis olivacea, Selenidera piperivora, Sirystes subcanescens, Tangara punctata, Thamnophilus punctatus, Todirostrum pictum, Topaza pella, Tyranneutes virescens, Veniliornis cassini, Xiphorhynchus guttatus, Xiphorhynchus pardalotus, Tunchiornis luteifrons, Zimmerius acer";56;NA;0,69;0,69;10;25;299
"104";"Automolus paraensis, Lepidocolaptes fuscicapillus, Micrastur mintoni, Pionites leucogaster, Pipile cujubi, Pteroglossus inscriptus, Selenidera gouldii";7;NA;0,69;0,69;3;5;6
"105";"Elaenia olivina, Lophornis pavoninus, Myiophobus roraimae, Phylloscartes nigrifrons, Pogonotriccus chapmani, Tangara whitelyi";6;NA;0,69;0,65;3;5;6,5
"106";"Akletos melanoceps, Capito aurovirens, Epinecrophylla erythrura, Neoctantes niger, Sporophila murallae";5;NA;0,69;0,69;2;4;6
"107";"Fluvicola pica, Hydropsalis cayennensis, Icterus nigrogularis, Saltator plumbeus, Tyrannus dominicensis";5;NA;0,69;0,69;2;4;3
"108";"Chrysolampis mosquitus, Coccyzus euleri, Tolmomyias flaviventris, Turdus leucomelas";4;NA;0,69;0,67;2;3;2
"109";"Crypturellus parvirostris, Diopsittaca cumanensis, Eupsittula aurea, Tityra braziliensis";4;NA;0,69;0,65;2;3;0,5
"110";"Ceratopipra cornuta, Mionectes roraimae, Vireo sclateri";3;NA;0,69;0,69;2;2;1
"111";"NT0142, Cacicus sclateri, Hylopezus fulviventris";3;NA;0,69;0,67;2;2;1
"112";"Odontorchilus cinereus, Pteroglossus sturmii, Pyrrhura perlata";3;NA;0,69;0,65;1;2;0
"113";"Amazilia cupreicauda, Herpsilochmus roraimae";2;NA;0,69;0,63;1;1;0
"114";"Certhiasomus stictolaemus, Phoenicircus nigricollis";2;NA;0,69;0,69;1;1;0
"115";"Euphonia chlorotica, Myiarchus tyrannulus";2;NA;0,69;0,63;1;1;0
"116";"Galbalcyrhynchus purusianus, Malacoptila semicincta";2;NA;0,69;0,63;1;1;0
"117";"Herpsilochmus dugandi, Poecilotriccus calopterus";2;NA;0,69;0,67;1;1;0
"118";"Hypocnemis rondoni, Zimmerius chicomendesi";2;NA;0,69;0,55;1;1;0
"119";"Pyrilia vulturina, Xipholena lamellipennis";2;NA;0,69;0,69;1;1;0
"120";"Pyrrhura rupicola, Ramphotrigon fuscicauda";2;NA;0,69;0,57;1;1;0
"121";"Accipiter poliogaster, Akletos melanoceps, Amazona farinosa, Amazona ochrocephala, Ammodramus aurifrons, Ancistrops strigilatus, Ara ararauna, Ara chloropterus, Ara macao, Atticora fasciata, Attila cinnamomeus, Automolus infuscatus, Automolus ochrolaemus, Aratinga weddellii, Automolus subulatus, Bucco capensis, Buteogallus schistaceus, Cacicus haemorrhous, Campephilus rubricollis, Capito auratus, Capito aurovirens, Cathartes melambrotus, Catharus minimus, Celeus elegans, Celeus flavus, Celeus grammicus, Celeus occidentalis, Cephalopterus ornatus, Ceratopipra erythrocephala, Cercomacra cinerascens, Chaetura brachyura, Chamaeza nobilis, Ciccaba huhula, Campylopterus largipennis, Chaetura chapmani, Campylorhynchus turdinus, Ceratopipra rubrocapilla, Cercomacroides serva, Conopias parvus, Corythopis torquatus, Cotinga cayana, Cotinga maynana, Crypturellus cinereus, Crypturellus variegatus, Cyanerpes caeruleus, Cyanocorax violaceus, Cyanoloxia rothschildii, Cymbilaimus lineatus, Cyphorhinus arada, Cyphos macrodactylus, Dacnis flaviventer, Dacnis lineata, Daptrius ater, Dendrocincla merula, Dendrocolaptes certhia, Dichrozona cincta, Elaenia spectabilis, Epinecrophylla erythrura, Epinecrophylla haematonota, Dendrexetastes rufigula, Crypturellus bartletti, Deconychura pallida, Euphonia chrysopasta, Euphonia minuta, Euphonia rufiventris, Formicarius analis, Formicarius colma, Galbula dea, Glaucis hirsutus, Glyphorynchus spirurus, Habia rubica, Hafferia fortis, Heliodoxa aurescens, Heliothryx auritus, Hemithraupis flavicollis, Hemitriccus zosterops, Hydropsalis climacocerca, Gymnoderus foetidus, Frederickena unduliger, Hemitriccus iohannis, Fluvicola albiventer, Galbula cyanicollis, Hemitriccus griseipectus, Hylophylax naevius, Hypocnemoides melanopogon, Ibycter americanus, Iodopleura isabellae, Isleria hauxwelli, Islerothraupis cristata, Jacamerops aureus, Laniocera hypopyrra, Lepidothrix coronata, Leucopternis melanops, Lipaugus vociferans, Lophornis verreauxii, Manacus manacus, Maschalethraupis surinama, Megascops watsonii, Melanerpes cruentatus, Micrastur gilvicollis, Micrastur mirandollei, Microbates collaris, Microcerculus marginatus, Micromonacha lanceolata, Microxenops milleri, Momotus momota, Monasa morphoeus, Monasa nigrifrons, Myiobius barbatus, Myiodynastes maculatus, Myiozetetes luteiventris, Myrmelastes leucostigma, Myrmoborus myotherinus, Myrmophylax atrothorax, Myrmothera campanisona, Myrmotherula axillaris, Myrmotherula brachyura, Myrmotherula longipennis, Myrmotherula menetriesii, Myrmotherula multostriata, Nasica longirostris, Neochen jubata, Neoctantes niger, Notharchus tectus, Nyctibius aethereus, Nyctibius bracteatus, Nystactes tamatia, Ochthornis littoralis, Odontophorus gujanensis, Onychorhynchus coronatus, Opisthocomus hoazin, Ornithion inerme, Ortalis guttata, Orthopsittaca manilatus, Pachyramphus marginatus, Pachyramphus minor, Pachysylvia hypoxantha, Patagioenas subvinacea, Penelope jacquacu, Phaethornis bourcieri, Phaethornis malaris, Pharomachrus pavoninus, Pheugopedius coraya, Philydor erythrocercum, Philydor erythropterum, Philydor pyrrhodes, Phlegopsis nigromaculata, Piaya melanogaster, Piculus flavigula, Pionites melanocephalus, Piprites chloris, Pithys albifrons, Hylocharis cyanus, Islerothraupis luctuosa, Lanio fulvus, Myiopagis cinerea, Myiornis ecaudatus, Myrmoborus leucophrys, Platyrinchus coronatus, Platyrinchus platyrhynchos, Hylophilus griseiventris, Icterus cayanensis, Lamprospiza melanoleuca, Neopipo cinnamomea, Hypocnemis peruviana, Lanio versicolor, Leucopternis kuhli, Liosceles thoracicus, Malacoptila rufa, Metopothrix aurantiaca, Mitu tuberosum, Myrmelastes hyperythrus, Nonnula ruficapilla, Phaethornis philippii, Myrmotherula sclateri, Picumnus aurifrons, Psarocolius angustifrons, Psarocolius viridis, Psarocolius yuracares, Psophia crepitans, Pteroglossus azara, Pygiptila stellaris, Pyrilia barrabandi, Querula purpurata, Ramphastos culminatus, Ramphastos cuvieri, Ramphotrigon ruficauda, Rhytipterna simplex, Saltator grossus, Schiffornis major, Schiffornis turdina, Sclateria naevia, Sclerurus caudacutus, Sclerurus mexicanus, Sclerurus rufigularis, Setophaga striata, Sporophila bouvronides, Sporophila castaneiventris, Sporophila murallae, Sublegatus obscurior, Pseudopipra pipra, Porphyrolaema porphyrolaema, Porzana fasciata, Pteroglossus humboldti, Ramphocelus nigrogularis, Rhegmatorhina melanosticta, Saltator coerulescens, Sciaphylax hemimelaena, Synallaxis rutilans, Tangara callophrys, Tangara chilensis, Tangara mexicana, Tangara schrankii, Tangara velia, Tangara xanthogastra, Terenotriccus erythrurus, Thamnomanes ardesiacus, Thamnomanes caesius, Thamnophilus aethiops, Thamnophilus amazonicus, Thamnophilus murinus, Thamnophilus schistaceus, Threnetes leucurus, Tinamus guttatus, Tityra cayana, Todirostrum chrysocrotaphum, Tolmomyias assimilis, Tolmomyias poliocephalus, Tolmomyias viridiceps, Touit purpuratus, Trogon collaris, Trogon melanurus, Trogon viridis, Turdus hauxwelli, Turdus lawrencii, Tyranneutes stolzmanni, Tyrannopsis sulphurea, Tyrannulus elatus, Veniliornis affinis, Vireo altiloquus, Willisornis poecilinotus, Xiphorhynchus elegans, Xiphorhynchus guttatoides, Xiphorhynchus obsoletus, Zebrilus undulatus, Zimmerius gracilipes, Thripophaga gutturata, Trogon rufus, Tyrannus albogularis, Todirostrum maculatum, Trogon curucui";251;0,67;0,67;0,67;10;111;3871,6
